location,coordinates,lat,lon
Nusaybin/Mardin,"['37.0691755', ' 41.2164671']",37.0691755,41.2164671
Gebze/Kocaeli,"['40.8006696', ' 29.431767']",40.8006696,29.431767
tavsanli,"['37.5001374', ' 41.581934']",37.5001374,41.581934
bünyan,"['38.8458924', ' 35.8576944']",38.8458924,35.8576944
izmit kocaeli,"['40.7721138', ' 29.9505623']",40.7721138,29.9505623
melikgazi,"['38.7199062', ' 35.5056623']",38.7199062,35.5056623
İskilip,"['40.7306912', ' 34.4710113']",40.7306912,34.4710113
GUMUSHANE,"['40.2533219', ' 39.384968']",40.2533219,39.384968
KAHTA,"['37.7860716', ' 38.6217178']",37.7860716,38.6217178
gölbaşı ankara,"['39.7925289', ' 32.8066652']",39.7925289,32.8066652
anamur,"['36.080323', ' 32.8312106']",36.080323,32.8312106
Akşehir,"['38.3588503', ' 31.4201959']",38.3588503,31.4201959
ALTINÖZÜ,"['36.1143379', ' 36.2495604']",36.1143379,36.2495604
ŞANLIURFA/Siverek,"['37.6144537', ' 39.1449359']",37.6144537,39.1449359
kartal,"['40.88858', ' 29.1856536']",40.88858,29.1856536
Balıkesir-Edremit,"['39.597846', ' 27.0181836']",39.597846,27.0181836
Balikesir/Burhaniye,"['39.503059', ' 26.9807755']",39.503059,26.9807755
KEMALPAŞA,"['38.4278291', ' 27.4152158']",38.4278291,27.4152158
ALAŞEHİR,"['38.3507471', ' 28.516575']",38.3507471,28.516575
ankara- haymana,"['39.4366118', ' 32.5095491']",39.4366118,32.5095491
izmit,"['40.7721138', ' 29.9505623']",40.7721138,29.9505623
BURDUR/GÖLHİSAR,"['37.1512806', ' 29.5110916']",37.1512806,29.5110916
ÜSKÜDAR-İSTANBUL,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
ordu/akkuş,"['40.7924952', ' 37.0177445']",40.7924952,37.0177445
KOCASİNAN / KAYSERİ,"['38.7395414', ' 35.4817131']",38.7395414,35.4817131
kayseri/kocasinan,"['38.7395414', ' 35.4817131']",38.7395414,35.4817131
Gurcistan / Bolnisi,"['41.4493333', ' 44.5369461']",41.4493333,44.5369461
gölbaşı,"['39.7925289', ' 32.8066652']",39.7925289,32.8066652
kaman,"['41.682663', ' 32.34985']",41.682663,32.34985
ergani,"['38.2689763', ' 39.7609219']",38.2689763,39.7609219
Birecik/ Şanlı Urfa,"['37.2595198', '39.0408174']",37.2595198,39.0408174
Bursa İnegöl,"['40.0800359', ' 29.5096528']",40.0800359,29.5096528
Mamak / Ankara,"['39.9329813', ' 32.9082154']",39.9329813,32.9082154
Emirdağ,"['39.0195014', ' 31.1502583']",39.0195014,31.1502583
PENDİK,"['40.8801577', ' 29.231618']",40.8801577,29.231618
Akdağmadeni/Yozgat,"['39.6612219', ' 35.8805457']",39.6612219,35.8805457
alanya,"['36.8864752', ' 30.7029585']",36.8864752,30.7029585
Amasya merkez,"['40.6339677', ' 35.81638523852773']",40.6339677,35.81638523852773
yenimahalle/ankara,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
BorçkaArtvin,"['41.3602455', '41.6746739']",41.3602455,41.6746739
Şırnak silopi,"['37.2491577', ' 42.4707504']",37.2491577,42.4707504
Etimesgut/ANKARA,"['39.9489423', ' 32.6620792']",39.9489423,32.6620792
YÜKSEKOVA,"['37.5717687', ' 44.2821698']",37.5717687,44.2821698
Seyhan / ADANA,"['36.9863599', ' 35.3252861']",36.9863599,35.3252861
Üsküdar İstanbul,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
çaycuma,"['41.4269456', ' 32.0728211']",41.4269456,32.0728211
Kırıkhan HATAY,"['36.4989553', ' 36.3621728']",36.4989553,36.3621728
ALİAGA/İZMİR,"['38.8017371', ' 26.9734041']",38.8017371,26.9734041
koyulhisar,"['40.301321', '37.8322757']",40.301321,37.8322757
Istanbul/Sisli,"['41.0637891', ' 28.9831642']",41.0637891,28.9831642
Bergama / İzmir,"['39.1191544', ' 27.1777296']",39.1191544,27.1777296
Havsa/EDİRNE,"['41.5493038', '26.8205643']",41.5493038,26.8205643
kandıra,"['41.0703914', '30.1523298']",41.0703914,30.1523298
ERZURUM/ŞENKAYA,"['40.5611411', '42.3452549']",40.5611411,42.3452549
Şişli/Istanbul,"['41.0637891', '28.9831642']",41.0637891,28.9831642
BARTİN,"['41.4947715', '32.4354255']",41.4947715,32.4354255
GEBZE/KOCAELİ,"['40.8006696', '29.431767']",40.8006696,29.431767
Kemah,"['29.5427297', '-95.0204837']",29.5427297,-95.0204837
İstanbul / üsküdar,"['41.0265498', '29.0151321']",41.0265498,29.0151321
"Nilüfer, Bursa","['40.2129489', '28.9627863']",40.2129489,28.9627863
NAZİLLİ,"['37.9097512', '28.3242062']",37.9097512,28.3242062
Gürpınar,"['35.2257688', '33.1284496']",35.2257688,33.1284496
Tire/İZMİR,"['38.086822', '27.7338358']",38.086822,27.7338358
mazidagi,"['37.4773211', '40.4864914']",37.4773211,40.4864914
kOCASİNAN / KAYSERİ,"['38.7395414', '35.4817131']",38.7395414,35.4817131
Istanbul Eyup,"['41.0478358', '28.9327383']",41.0478358,28.9327383
ŞIRNAK,"['37.548722', '42.36187880016271']",37.548722,42.36187880016271
İLKADIM/SAMSUN,"['41.2946149', '36.3320596']",41.2946149,36.3320596
kizilcahamam,"['40.4700945', '32.6528555']",40.4700945,32.6528555
selçuklu / konya,"['37.872734', '32.4924376']",37.872734,32.4924376
YENIMAHALLE,"['39.9661061', '32.8087786']",39.9661061,32.8087786
kayseri talas,"['38.7132', '35.5531974248555']",38.7132,35.5531974248555
nilüfer,"['40.2129489', '28.9627863']",40.2129489,28.9627863
Sakarya / Adapazarı,"['40.7726291', '30.4038575']",40.7726291,30.4038575
Dinar,"['38.0676295', '30.1662478']",38.0676295,30.1662478
hayrat,"['40.8891726', '40.3680473']",40.8891726,40.3680473
Erbaa/ Tokat,"['40.6727614', '36.5714064']",40.6727614,36.5714064
gercüş.,"['37.5683088', '41.3852365']",37.5683088,41.3852365
Tatvan,"['38.4931961', '42.2878112']",38.4931961,42.2878112
NUSAYBİN,"['37.0691755', ' 41.2164671']",37.0691755,41.2164671
İstanbul Zeytinburnu,"['40.9898653', ' 28.9037467']",40.9898653,28.9037467
Bafra/Samsun,"['41.5665954', ' 35.9024777']",41.5665954,35.9024777
Turhal,"['40.3868287', ' 36.0838319']",40.3868287,36.0838319
Özalp,"['38.6575929', ' 43.9911448']",38.6575929,43.9911448
hatay-dörtyol,"['36.8371017', ' 36.2274002']",36.8371017,36.2274002
Çubuk,"['36.995316', ' 36.78598']",36.995316,36.78598
Stockholm / İSVEÇ,"['59.3251172', ' 18.0710935']",59.3251172,18.0710935
IZMIR,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
AKSU/ISPARTA,"['37.7988945', ' 31.0711111']",37.7988945,31.0711111
Suluova,"['40.8364128', ' 35.6455569']",40.8364128,35.6455569
Hatay/ Antakya,"['36.2025471', ' 36.1602908']",36.2025471,36.1602908
Çandır,"['39.612568', ' 28.0492127']",39.612568,28.0492127
Mersin-Silifke,"['36.3778166', ' 33.9260372']",36.3778166,33.9260372
İzmir/Tire,"['38.086822', ' 27.7338358']",38.086822,27.7338358
Pendik/İstanbul,"['40.8801577', ' 29.231618']",40.8801577,29.231618
yusufeli,"['40.8105994', ' 41.5242739']",40.8105994,41.5242739
Bakırköy/ İstanbul,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
viranşehir,"['37.2328946', ' 39.7620135']",37.2328946,39.7620135
Çaldıran,"['39.1355203', ' 43.9029377']",39.1355203,43.9029377
ADIYAMAN/BESNİ,"['37.6910896', ' 37.8622739']",37.6910896,37.8622739
Meram/KONYA,"['37.8679527', ' 32.4946514']",37.8679527,32.4946514
GÜMÜŞHANE/ŞİRAN,"['40.1898258', ' 39.1252323']",40.1898258,39.1252323
İstanbul/bakırköy,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
Hatay - İskenderun,"['36.5902266', ' 36.1710354']",36.5902266,36.1710354
Bayrampaşa-İstanbul,"['41.0345549', ' 28.9118417']",41.0345549,28.9118417
Hilvan/ŞANLIURFA,"['37.543886', ' 38.9114751']",37.543886,38.9114751
manisa/alaşehir,"['38.3507471', ' 28.516575']",38.3507471,28.516575
SÌÌRT /KURTALAN,"['37.9261138', ' 41.7001877']",37.9261138,41.7001877
Şehitkamil/Gaziantep,"['37.0727587', ' 37.3949769']",37.0727587,37.3949769
İstanbul Beykoz,"['41.1176978', ' 29.098210947911433']",41.1176978,29.098210947911433
G.antep,"['48.8958449', ' 8.7184393']",48.8958449,8.7184393
Gaziosmanpaşa/İstanbul,"['41.0578305', ' 28.9122452']",41.0578305,28.9122452
SANLIURFA,"['37.1596239', ' 38.791929']",37.1596239,38.791929
ALTINTAŞ,"['40.992766', ' 40.6696752']",40.992766,40.6696752
adilcevaz,"['38.8043058', ' 42.7346369']",38.8043058,42.7346369
Gönen,"['40.1044116', ' 27.6563981']",40.1044116,27.6563981
kahramanmaraş/afşin,"['38.2438548', ' 36.9152873']",38.2438548,36.9152873
boyabat,"['41.4689736', ' 34.7672274']",41.4689736,34.7672274
Karacabey/BURSA,"['40.2127591', ' 28.361454']",40.2127591,28.361454
Taşköprü/KASTAMONU,"['41.5074775', ' 34.2128338']",41.5074775,34.2128338
DURSUNBEY,"['39.5880141', ' 28.6253818']",39.5880141,28.6253818
kayserı,"['38.7219011', ' 35.4873214']",38.7219011,35.4873214
Schorndorf/almanya,"['48.8055169', ' 9.5272665']",48.8055169,9.5272665
Yenimahalle-ANKARA,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
AKÇAKOCA/DÜZCE,"['41.0882278', ' 31.1239833']",41.0882278,31.1239833
TRABZON/OF,"['40.947642', ' 40.2694068']",40.947642,40.2694068
KOCAELİ/İZMİT,"['40.7721138', ' 29.9505623']",40.7721138,29.9505623
Kale,"['36.3351228', ' 29.8150545']",36.3351228,29.8150545
ADANA / CEYHAN,"['37.0288825', ' 35.8124428']",37.0288825,35.8124428
üzümlü/ERZİNCAN,"['39.7101148', ' 39.7010311']",39.7101148,39.7010311
niğde,"['38.0664691', ' 34.7051438']",38.0664691,34.7051438
gelibolu,"['40.4054063', ' 26.6722539']",40.4054063,26.6722539
bakırköy/İST,"['40.9895441', ' 28.801745737503005']",40.9895441,28.801745737503005
Melikgazi / Kayseri,"['38.7219011', ' 35.4873214']",38.7219011,35.4873214
gebze kocaeli,"['40.8006696', ' 29.431767']",40.8006696,29.431767
Biga / ÇANAKKALE,"['40.2269793', ' 27.2428365']",40.2269793,27.2428365
Keskin/Kırıkkale,"['39.673994', ' 33.615167']",39.673994,33.615167
Yenişehir,"['44.4388706', ' 18.1458239']",44.4388706,18.1458239
Menemen / İZMİR,"['38.6093916', ' 27.0664452']",38.6093916,27.0664452
Altındağ-ANKARA,"['39.9360124', ' 32.8424903']",39.9360124,32.8424903
düzce,"['40.8774545', ' 31.2009618']",40.8774545,31.2009618
Merkez/Aydın,"['41.44990905', ' 31.771297229844286']",41.44990905,31.771297229844286
Adana-Yüreğir,"['36.9894584', ' 35.3408834']",36.9894584,35.3408834
BAKIRKOY/ISTANBUL,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
konya/selçuklu,"['37.872734', ' 32.4924376']",37.872734,32.4924376
hatay/ samandağ,"['36.0851597', ' 35.9799375']",36.0851597,35.9799375
beyoğlu/istanbul,"['41.0284233', ' 28.9736808']",41.0284233,28.9736808
Geyve/Sakarya,"['40.5090547', ' 30.2902514']",40.5090547,30.2902514
zonguldak / merkez,"['41.4506981', ' 31.7919867']",41.4506981,31.7919867
kadikoy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
Arpacay,"['39.733671', ' 45.3772423']",39.733671,45.3772423
DOGANHISAR-KONYA,"['38.1460169', ' 31.6768638']",38.1460169,31.6768638
Mardin/Mazıdağı,"['37.4773211', ' 40.4864914']",37.4773211,40.4864914
Bahçelievler / İstanbul,"['40.9954814', ' 28.8633136']",40.9954814,28.8633136
istanbul-küçükçekmece,"['40.9918737', ' 28.7711956']",40.9918737,28.7711956
YILDIRIM,"['48.2369738', ' 16.3792198']",48.2369738,16.3792198
BURDUR,"['37.5183407', ' 30.1691254']",37.5183407,30.1691254
gölcük,"['40.7169247', ' 29.819588']",40.7169247,29.819588
Kusadasi,"['37.8632398', ' 27.266873']",37.8632398,27.266873
Akdağmadeni,"['39.6612219', ' 35.8805457']",39.6612219,35.8805457
siirt/eruh,"['37.750599', ' 42.1808359']",37.750599,42.1808359
Erciş,"['39.0289887', ' 43.3591059']",39.0289887,43.3591059
SAMSUN-Merkez,"['41.6320118', ' 35.5311799']",41.6320118,35.5311799
hanak,"['-5.343416', ' 139.8806119']",-5.343416,139.8806119
İnegöl/BURSA,"['40.0800359', ' 29.5096528']",40.0800359,29.5096528
ISTANBUL,"['41.006381', ' 28.9758715']",41.006381,28.9758715
KEÇİÖREN/ANKARA,"['39.977713', ' 32.8669801']",39.977713,32.8669801
ÇANKAYA / ANKARA,"['39.9207759', ' 32.8540497']",39.9207759,32.8540497
Babaeski,"['41.4302616', ' 27.0917789']",41.4302616,27.0917789
Kütahya/Simav,"['39.0888824', ' 28.9772886']",39.0888824,28.9772886
ankara yenimahalle,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
Havran,"['49.2484692', ' 20.1976871']",49.2484692,20.1976871
DÜZCE/Akçakoca,"['41.0882278', ' 31.1239833']",41.0882278,31.1239833
gıresun,"['40.6531617', ' 38.5172032']",40.6531617,38.5172032
Eyüp/İSTANBUL,"['41.0478358', ' 28.9327383']",41.0478358,28.9327383
Amasya / Merkez,"['40.6339677', ' 35.81638523852773']",40.6339677,35.81638523852773
Eminönü İSTANBUL,"['41.017536', ' 28.9710147']",41.017536,28.9710147
alaşehir,"['38.3507471', ' 28.516575']",38.3507471,28.516575
Muğla merkez,"['37.2178776', ' 28.3645937']",37.2178776,28.3645937
adana karataş,"['36.5646007', ' 35.3841416']",36.5646007,35.3841416
Burdur- Bucak,"['37.4567447', ' 30.5855392']",37.4567447,30.5855392
"Samsun, Çarşamba","['41.1982911', ' 36.7270196']",41.1982911,36.7270196
Of/Trabzon,"['40.947642', ' 40.2694068']",40.947642,40.2694068
izmir bornova,"['38.4660651', ' 27.2190721']",38.4660651,27.2190721
suluova,"['40.8364128', ' 35.6455569']",40.8364128,35.6455569
Mihalıççık,"['39.8666422', ' 31.4960719']",39.8666422,31.4960719
samsun / havza,"['40.9660605', ' 35.6653476']",40.9660605,35.6653476
Hatay/Antakya,"['36.2025471', ' 36.1602908']",36.2025471,36.1602908
Karacabey,"['40.0117144', ' 34.3244129']",40.0117144,34.3244129
KİLİS,"['36.7797231', ' 37.1416892']",36.7797231,37.1416892
fatsa,"['41.0308808', ' 37.500221']",41.0308808,37.500221
Ankara / Keçiören,"['39.977713', ' 32.8669801']",39.977713,32.8669801
Hatay-Samandağ,"['36.0851597', ' 35.9799375']",36.0851597,35.9799375
Korkut/Muş,"['38.7382526', ' 41.7843731']",38.7382526,41.7843731
Bulanık/MUŞ,"['39.0911011', ' 42.2703208']",39.0911011,42.2703208
Erzincan / Refahiye,"['39.9027528', ' 38.7681749']",39.9027528,38.7681749
gümüşhane,"['40.2533219', ' 39.384968']",40.2533219,39.384968
Mardin Mazidağı,"['37.4773211', ' 40.4864914']",37.4773211,40.4864914
Keçiören Ankara,"['39.977713', ' 32.8669801']",39.977713,32.8669801
Ş.Urfa,"['50.1120693', ' 8.7133017']",50.1120693,8.7133017
Fatih İSTANBUL,"['41.006381', ' 28.9758715']",41.006381,28.9758715
Tosya-Kastamonu,"['41.0164957', ' 34.0386079']",41.0164957,34.0386079
Kahire,"['30.0443879', ' 31.2357257']",30.0443879,31.2357257
Sultandağı/ AFYONKARAHİSAR,"['38.5322614', ' 31.229007']",38.5322614,31.229007
SEYDİŞEHİR,"['37.4193713', ' 31.8483332']",37.4193713,31.8483332
çukurca,"['40.5031305', ' 32.7524114']",40.5031305,32.7524114
iskenderun / hatay,"['36.5902266', ' 36.1710354']",36.5902266,36.1710354
YOZGAT,"['39.7152422', ' 35.170998']",39.7152422,35.170998
GEVAŞ,"['38.2952862', ' 43.108271']",38.2952862,43.108271
KADIKÖY-İSTANBUL,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
Bakü,"['40.3755885', ' 49.8328009']",40.3755885,49.8328009
HAKKARİ-YÜKSEKOVA,"['37.5717687', ' 44.2821698']",37.5717687,44.2821698
bağcılar-istanbul,"['41.034547', ' 28.8567558']",41.034547,28.8567558
Antakya / HATAY,"['36.2025471', ' 36.1602908']",36.2025471,36.1602908
battalgazi/malatya,"['38.3487153', ' 38.3190674']",38.3487153,38.3190674
Ede/Hollanda,"['52.07168255', ' 5.745510631034939']",52.07168255,5.745510631034939
ERCİŞ,"['39.0289887', ' 43.3591059']",39.0289887,43.3591059
yıldırım,"['35.2395041', ' 33.7808514']",35.2395041,33.7808514
SELÇUKLU/KONYA,"['37.872734', ' 32.4924376']",37.872734,32.4924376
borçka,"['41.3602455', ' 41.6746739']",41.3602455,41.6746739
Bingöl-Karlıova,"['39.2945998', ' 41.0102383']",39.2945998,41.0102383
keçiören,"['39.977713', ' 32.8669801']",39.977713,32.8669801
Patnos,"['39.2334202', ' 42.8612338']",39.2334202,42.8612338
Eyüp/İstanbul,"['41.0478358', ' 28.9327383']",41.0478358,28.9327383
İSTANBUL- FATİH,"['41.006381', ' 28.9758715']",41.006381,28.9758715
YusufeliArtvin,"['40.8105994', '41.5242739']",40.8105994,41.5242739
Doğanşehir/Malatya,"['38.0934102', ' 37.8784394']",38.0934102,37.8784394
OSMANİYE,"['37.0733588', ' 36.2507673']",37.0733588,36.2507673
Gaziosmanpaşa / İSTANBUL,"['41.0578305', ' 28.9122452']",41.0578305,28.9122452
Kâhta,"['37.7860716', ' 38.6217178']",37.7860716,38.6217178
genç,"['38.7495382', ' 40.5566119']",38.7495382,40.5566119
Şahinbey/GAZİANTEP,"['37.0628317', ' 37.3792617']",37.0628317,37.3792617
niksar/tokat,"['40.5913282', ' 36.9434927']",40.5913282,36.9434927
GAZİANTEP/İSLAHİYE,"['37.025109', ' 36.6331302']",37.025109,36.6331302
POLATLI/ANKARA,"['39.5849888', ' 32.1421925']",39.5849888,32.1421925
ILGIN,"['36.7190551', ' 28.2415795']",36.7190551,28.2415795
SEYHAN / ADANA,"['36.9863599', ' 35.3252861']",36.9863599,35.3252861
banaz,"['40.810299', ' 31.7337737']",40.810299,31.7337737
Pazaryolu,"['40.414251', ' 40.7735708']",40.414251,40.7735708
Çardak/Denizli,"['37.8275504', ' 29.6733942']",37.8275504,29.6733942
meram konya,"['37.8679527', ' 32.4946514']",37.8679527,32.4946514
Safranbolu,"['41.2456658', ' 32.6929575']",41.2456658,32.6929575
çaykara,"['36.9134693', ' 38.3939803']",36.9134693,38.3939803
Sultanahmet K.Ayasofya/Kayıtta EMİNÖNÜ,"['41.0041141', '28.9769087']",41.0041141,28.9769087
akdagmadeni yozgat,"['39.6612219', ' 35.8805457']",39.6612219,35.8805457
Kırşehir/Kaman,"['39.3588984', ' 33.7243959']",39.3588984,33.7243959
ordu-mesudiye,"['40.4635622', ' 37.7735687']",40.4635622,37.7735687
BALIKESİR/SINDIRGI,"['39.2387054', ' 28.1749129']",39.2387054,28.1749129
gökçebey/zonguldak,"['41.3056431', ' 32.1429562']",41.3056431,32.1429562
Ortaköy,"['41.0546272', ' 29.0281901']",41.0546272,29.0281901
İnebolu,"['41.9785763', ' 33.7599031']",41.9785763,33.7599031
TORUL,"['40.557658', ' 39.2926361']",40.557658,39.2926361
karayazı Erzurum,"['39.7016735', ' 42.1431214']",39.7016735,42.1431214
Seyhan/adana,"['36.9863599', ' 35.3252861']",36.9863599,35.3252861
şarkikaraağaç / ISPARTA,"['38.080712', ' 31.3660929']",38.080712,31.3660929
Kırgızistan/Oş,"['40.1578662', ' 73.36349517326835']",40.1578662,73.36349517326835
Kahta,"['37.7860716', ' 38.6217178']",37.7860716,38.6217178
KELKİT,"['40.1312372', ' 39.4360384']",40.1312372,39.4360384
salihli,"['38.2372178', ' 39.6632501']",38.2372178,39.6632501
Göle,"['39.9600876', ' 26.9341702']",39.9600876,26.9341702
Ulubey/Ordu,"['40.8730342', ' 37.7585422']",40.8730342,37.7585422
Buldan / Denizli,"['38.0442443', ' 28.8326718']",38.0442443,28.8326718
Kadirli / Osmaniye,"['37.462024299999996', ' 36.17201485369948']",37.462024299999996,36.17201485369948
dereli,"['40.7390401', ' 38.4491316']",40.7390401,38.4491316
MERZİFON,"['40.8721392', ' 35.4635383']",40.8721392,35.4635383
konak/izmir,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
artova,"['40.117866', ' 36.2916457']",40.117866,36.2916457
Gaziosmanpaşa/ İstanbul,"['41.0578305', ' 28.9122452']",41.0578305,28.9122452
İSTANBUL/Kadıköy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
izmir/Ödemiş,"['38.227747', ' 27.9687635']",38.227747,27.9687635
saimbeyli,"['37.9845639', ' 36.0888261']",37.9845639,36.0888261
KaraisalıADANA,"['36.8308063', '34.5808409']",36.8308063,34.5808409
KIRIKKALE/MERKEZ,"['39.8410483', ' 33.5058536']",39.8410483,33.5058536
hendek,"['40.7955034', ' 30.7452727']",40.7955034,30.7452727
GÖKSUN,"['38.0214898', ' 36.494634']",38.0214898,36.494634
cankırı,"['40.6667691', ' 33.4526069']",40.6667691,33.4526069
Bozova/Şanlıurfa,"['37.3619576', ' 38.5253584']",37.3619576,38.5253584
samsun- vezirköprü,"['41.1433899', ' 35.4604721']",41.1433899,35.4604721
silifke,"['36.3778166', ' 33.9260372']",36.3778166,33.9260372
KAYSERI,"['38.7219011', ' 35.4873214']",38.7219011,35.4873214
Elmalı,"['40.5270112', ' 35.0404418']",40.5270112,35.0404418
ANKARA/BEYPAZARI,"['40.1589184', ' 31.9293675']",40.1589184,31.9293675
Karkamış,"['36.82947115', ' 38.015398741406926']",36.82947115,38.015398741406926
KOCAELİ GEBZE,"['40.8006696', ' 29.431767']",40.8006696,29.431767
dörtyol-HATAY,"['36.8371017', ' 36.2274002']",36.8371017,36.2274002
ürgüp,"['38.6300508', ' 34.9116025']",38.6300508,34.9116025
Boğazlıyan/YOZGAT,"['39.191259', ' 35.2462844']",39.191259,35.2462844
KDZ Ereğli,"['41.21509975', ' 31.41032012232061']",41.21509975,31.41032012232061
tatvan,"['38.4931961', ' 42.2878112']",38.4931961,42.2878112
Divriği,"['39.3713764', ' 38.1178512']",39.3713764,38.1178512
kumru,"['40.8719806', ' 37.2618187']",40.8719806,37.2618187
Karamürsel/Kocaeli,"['40.6912501', ' 29.6165859']",40.6912501,29.6165859
Kaman/KIRŞEHİR,"['39.3588984', ' 33.7243959']",39.3588984,33.7243959
Beyşehir,"['37.6754536', ' 31.7269088']",37.6754536,31.7269088
Edirne İpsala,"['40.9217064', ' 26.3839845']",40.9217064,26.3839845
NİKSAR,"['40.5913282', ' 36.9434927']",40.5913282,36.9434927
demirci,"['41.3707752', ' 33.8960363']",41.3707752,33.8960363
Adıyaman/kahta,"['37.7860716', ' 38.6217178']",37.7860716,38.6217178
Hacılar,"['37.1114735', ' 25.80855252982783']",37.1114735,25.80855252982783
Dalaman,"['-7.4090373', ' 110.5743027']",-7.4090373,110.5743027
avanos,"['38.7187371', ' 34.8468663']",38.7187371,34.8468663
Sahinbey,"['41.0213485', ' 29.1930515']",41.0213485,29.1930515
kadirli,"['37.5281756', ' 36.408976']",37.5281756,36.408976
Turgutlu,"['38.5000458', ' 27.7084176']",38.5000458,27.7084176
adıyaman/besni,"['37.6910896', ' 37.8622739']",37.6910896,37.8622739
SURUÇ,"['36.9751849', ' 38.424295']",36.9751849,38.424295
cekerek,"['40.0649573', ' 35.5072503']",40.0649573,35.5072503
İSTANBUL EMİNÖNÜ,"['41.017536', ' 28.9710147']",41.017536,28.9710147
AYDIN/ germencik,"['37.8725158', ' 27.6046766']",37.8725158,27.6046766
Tokat/Yeşilyurt,"['40.0072965', ' 36.2194325']",40.0072965,36.2194325
ömerli,"['41.439197', ' 33.873638']",41.439197,33.873638
lice,"['48.5383477', ' 20.2983767']",48.5383477,20.2983767
silifke/ mersin,"['36.3778166', ' 33.9260372']",36.3778166,33.9260372
Çermik,"['40.3936239', ' 37.3302842']",40.3936239,37.3302842
mardin dargeçit,"['37.5459484', ' 41.7206012']",37.5459484,41.7206012
Samsun/Vezirköprü,"['41.1433899', ' 35.4604721']",41.1433899,35.4604721
Selçuklu-Konya,"['37.872734', ' 32.4924376']",37.872734,32.4924376
İstanbul-Üsküdar,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
Kurtalan,"['37.9261138', ' 41.7001877']",37.9261138,41.7001877
HATAY/ANTAKYA,"['36.2025471', ' 36.1602908']",36.2025471,36.1602908
"Şişli, İstanbul","['41.0637891', ' 28.9831642']",41.0637891,28.9831642
yalvaç,"['38.2994784', ' 31.1759426']",38.2994784,31.1759426
Daday,"['41.4751559', ' 33.4637485']",41.4751559,33.4637485
Alaşehir/MANİSA,"['38.3507471', ' 28.516575']",38.3507471,28.516575
bahcelievler,"['40.9954814', ' 28.8633136']",40.9954814,28.8633136
HAVZA,"['40.9660605', ' 35.6653476']",40.9660605,35.6653476
kemalpasa izmir,"['38.4278291', ' 27.4152158']",38.4278291,27.4152158
Kdz Ereğli / Zonguldak,"['41.21509975', ' 31.41032012232061']",41.21509975,31.41032012232061
Beyoğlu İstanbul,"['41.0284233', ' 28.9736808']",41.0284233,28.9736808
KOCAELI,"['40.8216536', ' 29.9507184']",40.8216536,29.9507184
gölcük/Kocaeli,"['40.7169247', ' 29.819588']",40.7169247,29.819588
Ceyhan/Adana,"['37.0288825', ' 35.8124428']",37.0288825,35.8124428
Varto,"['39.1720873', ' 41.4546645']",39.1720873,41.4546645
G.Antep/Nizip,"['54.24556', '18.1099']",54.24556,18.1099
"ŞEKİ,AZERBAYCAN","['41.181255300000004', ' 47.170430901189874']",41.181255300000004,47.170430901189874
BALÇOVA,"['38.3929338', ' 27.0448169']",38.3929338,27.0448169
istanbul/şişli,"['41.0637891', ' 28.9831642']",41.0637891,28.9831642
Eyup,"['41.0478358', ' 28.9327383']",41.0478358,28.9327383
Ankara-Çankaya,"['39.9207759', ' 32.8540497']",39.9207759,32.8540497
İstanbul- şişli,"['41.0637891', ' 28.9831642']",41.0637891,28.9831642
İZMİR - KONAK,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
yozgat/çekerek,"['40.0649573', ' 35.5072503']",40.0649573,35.5072503
melikgazi/kayseri,"['38.7219011', ' 35.4873214']",38.7219011,35.4873214
Yozgat-yerköy,"['39.6413341', ' 34.4682658']",39.6413341,34.4682658
Hollanda,"['52.2434979', ' 5.6343227']",52.2434979,5.6343227
Akçakoca,"['40.766159', ' 29.9205046']",40.766159,29.9205046
"İnebolu, Kastamonu","['41.9785763', ' 33.7599031']",41.9785763,33.7599031
emirgazi,"['37.9035491', ' 33.8359535']",37.9035491,33.8359535
İstanbul - Kadıköy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
doğubayazıt,"['39.5483366', ' 44.0793593']",39.5483366,44.0793593
ağrı Doğubeyazıt,"['39.5483366', ' 44.0793593']",39.5483366,44.0793593
istanbul çatalca,"['41.1436804', ' 28.4605154']",41.1436804,28.4605154
narman/ERZURUM,"['40.3452003', ' 41.871138']",40.3452003,41.871138
Samsun/ Bafra,"['41.5665954', ' 35.9024777']",41.5665954,35.9024777
tarsus/mersin,"['36.9164834', ' 34.895149']",36.9164834,34.895149
Kuyucak/Aydın,"['37.9149191', ' 28.4596384']",37.9149191,28.4596384
